Keyword,Count
polygonal model,2
language extension,2
supertable,2
searching,2
stardinates,2
digital heritage,2
spatial data mining,2
design requirements,2
ageing population,2
assisted living,2
program execution,2
astrochemistry,2
error detection,2
excel,2
space debris,2
raw image,2
complex information,2
geoanalytics visualization,2
graphical presentation,2
iceberg metaphor,2
mechanical design,2
visual imagery,2
influence networks,2
digital art history,2
electronic messaging,2
model-based approach,2
remote server,2
biomedical applications,2
ocean waves,2
users view,2
desktop metaphors,2
interactive visualisations,2
recommendation system,2
resistance,2
computer network,2
visual database,2
usability issues,2
police,2
cushionmap,2
space-filling visualizations,2
particle animation,2
construction sector,2
open technologies,2
rendering techniques,2
virtual,2
silicon carbide,2
computer aided learning,2
narrative visualization,2
narrative elements,2
collaborative virtual environment,2
information pyramids,2
hyperbolic browser,2
hierarchy browsers,2
file system,2
hierarchical visualisation system,2
sunburst,2
visual analytics techniques,2
team work,2
visual surveillance,2
image thinning,2
strokes,2
map display,2
large data set visualization,2
formal description,2
3d rendering,2
clinical diagnosis,2
image search,2
multimedia document,2
grey scale,2
circles,2
automotive engineer,2
media players,2
furniture,2
form features,2
value lab,2
rigid body dynamics,2
dynamics simulation,2
rigid body simulation,2
pex,2
2.5d treemaps,2
minimum spanning trees,2
uk government,2
climate visualization,2
information visualisation system,2
laser scanner,2
3d laser scanning,2
urban projects,2
cervical cancer,2
level-of-detail,2
lab-on-a-chip,2
construction sites,2
query terms,2
visual explanation,2
antibiotics,2
knowledge diffusion,2
visual memory,2
computational simulation,2
water heating,2
household devices,2
numerical information,2
financial instrument,2
dimensionality reduction techniques,2
spatial relations,2
positive data visualization,2
rational cubic spline interpolant,2
fluid mechanics,2
high-resolution images,2
external authoring interface,2
storyboarding,2
image inpainting,2
java framework,2
computer-generated line drawings,2
multidimensional data sets,2
ica,2
document overview,2
word colony,2
software package,2
navigation history,2
bookmarks,2
world wide web navigation,2
shape grammars,2
generative design,2
clustering techniques,2
big data visualization,2
global optimization,2
feature fusion,2
image browsing,2
visual analytic tool,2
forest management,2
data complexity,2
computer-generated holography,2
object visualization,2
nonlinear navigation,2
iterative query refinement,2
visual encodings,2
shared virtual environment,2
visual cues,2
details-on-demand,2
world-wide web,2
computer performance,2
public engagement,2
raw materials,2
visual format,2
visualisation tools,2
metabolic network,2
visualization platform,2
high-dimensional datasets,2
human walking,2
image sequence,2
interactive graph manipulation,2
load balancing,2
3d city model,2
progressive mesh,2
soccer scoop,2
graph animation,2
c-bézier curve,2
continuous functions,2
technology forecasting,2
3d scene,2
filtration,2
microelectronics,2
webcams,2
data display,2
compressive stress,2
fusion processing,2
web-based tool,2
universal access,2
feature recognition,2
lexical patterns,2
geographic data visualization,2
text variation explorer,2
silicon compounds,2
visual encoding,2
force-directed algorithm,2
data relationships,2
3d point clouds,2
geometric information,2
digital painting,2
matrix representations,2
complex task,2
data elements,2
hybrid visualization,2
visualization issues,2
performance measures,2
naval engineering computing,2
spline curves,2
learning styles,2
fast rendering,2
dynamic visualisation,2
project planning,2
hotel industry,2
weather forecast,2
interactive map,2
numerical computation,2
multimod application framework,2
space partitioning,2
automotive research,2
translation process,2
formal structures,2
location-based games,2
network monitoring,2
visual knowledge discovery,2
machine processing,2
constraint handling rules,2
adobe photoshop,2
ultraviolet sources,2
rational spline,2
space curves,2
tension,2
conic representation,2
mpeg 7 standard,2
astronomy computing,2
smart environments,2
music collections,2
melodic relationships,2
multimedia learning environment,2
architecture education,2
keyframe animation,2
animated transitions,2
usability concept,2
graphic user interface,2
metro map layout,2
multicriteria optimization,2
employee welfare,2
electronic health records,2
dss,2
virtual cathedral project,2
interpolatory curves,2
visualization approaches,2
information discovery,2
visual intelligence,2
lists,2
knowledge visualisation,2
spatial perception,2
runtime optimization,2
iterative algorithm,2
attribute selection,2
remote access,2
information classification,2
project engineering,2
psychophysics,2
traveling salesman problems,2
abstract data,2
beverage industry,2
phantom,2
multicast algorithms,2
multiprotocol label switching,2
adaptive visualization,2
autonomous aerial vehicles,2
protege,2
3d mouse,2
participatory urban planning,2
collaborative planning,2
graphical simulation,2
safety devices,2
zooming,2
climate impact research,2
image selection,2
visualization metaphor,2
constraint-based design,2
graphical components,2
graphical interfaces,2
nonlinear dimensionality reduction,2
text file,2
data relationship,2
entity-relationship modelling,2
software support,2
data displays,2
picture compression,2
iterative development,2
virtual physiological human,2
transaction processing,2
signal denoising,2
visual inspection,2
additive noise,2
sql select statement,2
web page content,2
higher education,2
hyperlinks,2
vrml standard,2
virtual camera,2
web portals,2
interactive filtering,2
level-of-detail control,2
medicine,2
interleaved codes,2
object level,2
spatial representation,2
cam,2
conductivity,2
volumetric representation,2
data interpolation,2
input dataset,2
scatterplot matrix,2
socio-economic effects,2
schematic layout,2
audio recordings,2
exhibition,2
ar,2
virtual reality technologies,2
international standards organisation,2
repository,2
usability evaluation method,2
line integral convolution,2
statistical techniques,2
genetic mutations,2
client-server model,2
zoom,2
physical review,2
urban design,2
motion capture data,2
construction site layouts,2
construction site planning,2
annotation labels,2
graphic visualization,2
annotation tools,2
malignant tumors,2
data sharing,2
spatial reasoning,2
feature vector,2
document visualisation,2
adders,2
data locality,2
audio acoustics,2
stress control,2
thermal stresses,2
critical thinking,2
collaborative creation,2
media facades,2
continuing education,2
brain-computer interfaces,2
multivariate time series,2
3d structures,2
building pathology,2
projection screen,2
bezier,2
indium tin oxide,2
categorical variables,2
heritage visualisation,2
comparative analysis,2
telepresence systems,2
context-free grammars,2
information retrieval system,2
graph visualization techniques,2
magnetic flux leakage,2
image features,2
multidimensional datasets,2
2d,2
customer satisfaction,2
model reliability,2
procrustes analysis,2
mean,2
computational system,2
occupational safety,2
particle swarm optimisation,2
object-oriented software,2
metricattitude,2
source code comprehension tasks,2
multimedia content,2
urban data fusion,2
urban planners,2
biotechnology,2
real-time animation,2
physics-based animation,2
asynchronous circuits,2
modular construction,2
circuit synthesis,2
metaphors,2
man-machine interface,2
remote workers,2
visual aids,2
motion tracking,2
avatar,2
hafnium,2
edge crossing problem,2
surface blending,2
topic maps,2
discovery process,2
digital book,2
statistical summaries,2
future cities,2
learning environment,2
interactive visual data mining,2
convex curves,2
gantt chart,2
product modelling,2
health and safety,2
surveying,2
3d visualizations,2
information aesthetics,2
lattice theory,2
data interpretation,2
spreadsheet,2
errors,2
ocr,2
spatial references,2
temporal references,2
interaction pattern,2
cognitive amplification,2
synthetic datasets,2
force-directed graph layout,2
text labels,2
static graphs,2
graph sequence,2
epipolar geometry,2
data transfer,2
data protection,2
network science,2
life cycle,2
regional differences,2
patients,2
cognitive impairment,2
genetic factors,2
virtual world design,2
business data,2
ellimaps,2
visual information processing,2
rendering technique,2
virtual environmental planning system,2
multilayer perceptrons,2
overlapping set visualization,2
graph representation,2
lvis,2
digital library visualizer,2
2d visualization,2
digital library collections,2
adaptive algorithm,2
function graphs,2
visualization technology,2
internet technology,2
building components,2
image collections,2
visual narrative,2
comic strips,2
visual communicative device,2
phone,2
lean production,2
collaboration tools,2
geometric shapes,2
reference image,2
digital information management,2
data classification,2
graphic hardware,2
querying,2
quadric surfaces,2
tensors,2
visual management,2
force-directed method,2
image data,2
latent semantic analysis,2
3d landscape,2
spatial memory,2
visualisation technique,2
fish,2
communication tools,2
bibliometric maps,2
scientific papers,2
region growing,2
hoses,2
collaborative games,2
visual navigation,2
direct manipulation user interface,2
drama,2
zoology,2
vle,2
hydroelectric power plants,2
geovis,2
geospatial digital information,2
animated visualizations,2
visual modality,2
curvature continuity,2
data transformations,2
mapping process,2
information organization,2
augmented environment,2
code complexity,2
systems engineering,2
e-health,2
unity game engine,2
eye protection,2
tcpip,2
facial expression recognition,2
graph cut,2
image color,2
dendrogram,2
time-varying data visualization,2
heat equation,2
telecommunication network management,2
concurrency control,2
ad-hoc queries,2
graphical schema,2
thermodynamics,2
robot simulation,2
system models,2
acoustic noise,2
teaching aid,2
user tasks,2
software prototype,2
electromagnetic modeling,2
medial axis transform,2
sift,2
gabor filters,2
curve scheme,2
explicit encoding,2
smartphone application,2
temporal patterns,2
polygon intersection,2
capability maturity model,2
multiplayer online battle arena,2
anecdotal evidence,2
spatio-temporal analysis,2
self-adaptive curve fitting,2
intersection test,2
pointer,2
supply chain management,2
vlsi,2
ray-tracing,2
hydrological techniques,2
virtual museum,2
static analysis,2
object-oriented software system,2
architectural heritage,2
2d interface,2
semantic annotation,2
fonts,2
graph visualization technique,2
constraint propagation,2
client application,2
boilers,2
frequency selective surfaces,2
file size,2
multidimensional dataset,2
points of interest,2
temporal social surface,2
diversity reception,2
road network,2
real-time system,2
scientific information visualisation,2
boundary labeling,2
designers,2
epidemiology,2
tornado,2
natural disasters,2
fast fourier transforms,2
machinery production industries,2
customer services,2
facility location,2
random sequences,2
topological data analysis,2
european project,2
veps project,2
metabolic network visualization,2
crosstalk,2
energy exchange,2
radial diagram,2
time-varying relational data,2
organizational communication,2
telecommunication network routing,2
design management,2
graph,2
vision,2
maximum likelihood detection,2
environmental parameters,2
environmental impact,2
matrix reordering,2
interactive visualization approach,2
ceramics,2
haptic guidance,2
visual aesthetics,2
environment,2
statistical databases,2
dynamic data,2
culling,2
levee,2
shadow volume algorithm,2
patient positioning,2
design theory,2
design visualisation,2
cooperative visualization,2
feedforward neural networks,2
intuitive metaphor,2
programming language,2
projection precision,2
maya,2
free-form surfaces,2
curvature,2
female students,2
engineering students,2
spatial abilities,2
communication channel,2
telecommunication channels,2
compound graphs,2
metalworking machines,2
highlighting,2
haptic display,2
experiments,2
virtual collaboration,2
doitree,2
iterative method,2
nodes,2
colors,2
cubic spline function,2
surgical navigation,2
color scales,2
graphics applications,2
user interactions,2
building integrated photovoltaics,2
3d structure,2
kohonen self-organizing map,2
water quality,2
data views,2
real-time application,2
cultural heritage knowledge visualisation,2
boolean algebra,2
discrete event systems,2
graph clustering,2
3d navigation,2
citation network,2
e-learning system,2
working environments,2
motion blending,2
feedback control,2
reachability,2
virtual urban environment,2
social network visualization,2
human activity,2
emotional information,2
web-based interface,2
visual practices,2
time geography,2
synthetic vision,2
macromedia director,2
economic data,2
undo,2
isolation technology,2
video processing,2
visual quality,2
graphical elements,2
weight measurement,2
3d interface,2
documents,2
link analysis,2
acoustic testing,2
consistent mapping,2
quadratic interpolation,2
disabled people,2
quality evaluation,2
textual analysis,2
contract visualization,2
gender issues,2
virtual reality system,2
gis data visualisation,2
thermography,2
noisy data,2
time sequence,2
web search engines,2
information retrieval techniques,2
colour correction,2
viewpoints,2
human computer interfaces,2
data canonical patterns,2
median filter,2
thresholding,2
domain experts,2
solar power generation,2
fine art,2
recursive algorithm,2
urban space,2
space filling,2
sci-fi movies,2
time dimension,2
inflection points,2
planning process,2
spring embedder,2
display devices,2
natural user experience,2
visual method,2
interactive method,2
optical fibers,2
radar computing,2
lidar data,2
virtual space,2
time line,2
archives,2
public information systems,2
2d slice,2
application sharing,2
stream lines,2
visual environment,2
online game,2
curriculum structure,2
planning (artificial intelligence),2
delay estimation,2
off-screen objects,2
dataset quality,2
personal computer,2
immersive virtual reality,2
technology push,2
angiocardiography,2
algebraic form,2
color code,2
three-dimensional models,2
terrestrial laser scanning,2
story,2
constraint logic programming,2
biomedical informatics,2
confusion matrix,2
railway engineering,2
handheld devices,2
data distributions,2
geometric constraint solving,2
synthetic aperture radar,2
lidar,2
topic mining,2
time series visualization,2
rule-based approach,2
traffic accidents,2
traffic management,2
portability,2
virtual communities,2
code standards,2
molecular dynamics,2
molecular dynamics method,2
complex 3d objects,2
zoomable user interfaces,2
3d environments,2
androids,2
spatial cognition,2
parametric design,2
data labeling,2
water flow,2
grouping,2
scientific publications,2
content analysis,2
co-citation analysis,2
boundary vertices,2
boundary faces,2
grid generator,2
metaphor,2
structural beams,2
audio information,2
industrial property,2
ethical issues,2
temporal reasoning,2
design pattern,2
surface model,2
genetic programming,2
shape reconstruction,2
metro maps,2
subtitles,2
wikipedia articles,2
clinical data,2
medical sciences,2
collaborative environments,2
animal structures,2
visual abstraction,2
geographical space,2
optical interferometry,2
bounding volume,2
telecontrol,2
realtime visualization,2
chart visualisations,2
medical visualization,2
partial link drawings,2
distributed visualization,2
electrokinetics,2
hand gestures,2
filter bank,2
end points,2
unsolicited electronic mail,2
active appearance model,2
information visualisation techniques,2
picture manipulation,2
mental map,2
electronic government,2
laser beam cutting,2
digital form,2
interactive modelling,2
digital preservation,2
snowboarding,2
iec standards,2
process algebra,2
theorem proving,2
human behavior,2
graph visualization tool,2
electronic noses,2
polygon,2
heart rate variability,2
resonant frequency,2
intermediate point interpolation,2
implicit functions,2
script language,2
scattered data points,2
3d information visualization,2
triangular mesh,2
facial muscles,2
optimal path,2
cognitive factors,2
social inclusion,2
digital artists,2
exhibitions,2
object modelling,2
surface properties,2
urban scenes,2
performance visualization,2
iris recognition,2
scenario,2
aesthetic design,2
subtrees,2
decision-making processes,2
computer tool,2
symbiosis,2
triangular patches,2
data selection,2
hdr images,2
smooth surface,2
cyber security,2
digital technologies,2
shadow,2
purdue university,2
synchronous communication,2
multisensor context,2
information exchange,2
globus,2
movement visualization,2
visual attributes,2
vdm,2
hidden surface elimination,2
hybrid method,2
editorials,2
interface customization,2
pattern detection,2
chemical engineering computing,2
machine learning methods,2
social communities,2
interactive application,2
scientific documents,2
motor drives,2
associative memory,2
visible human data,2
nominal data,2
empathy,2
obesity,2
correlation methods,2
blind user,2
authorship,2
interpretation,2
rfid,2
iphone,2
animated maps,2
blender,2
resonance light scattering,2
parity check codes,2
seismic waves,2
incentive schemes,2
optimal matching,2
planarization,2
nickel,2
modis,2
virtualization,2
virtual machining,2
measurement by laser beam,2
diamond-like carbon,2
superconducting transmission lines,2
multiple sensors,2
lidar sensors,2
nonlinear constraints,2
camera,2
probabilistic prediction,2
planning modules,2
limited sensor range,2
sensor limitations,2
long short-term memory neural networks,2
informed decisions,2
long short-term memory network,2
cav,2
prediction accuracy,2
monocular rgb images,2
safe autonomous driving,2
partially observable markov decision process,2
angular velocity control,2
takeover request,2
automotive applications,2
radar detections,2
vehicle-to-vehicle communication,2
rain conditions,2
string stability,2
multiple agents,2
extended object tracking,2
mobile vehicles,2
lidar sensor,2
traffic scene,2
noisy labels,2
object detector,2
moving vehicle,2
lidar point clouds,2
proximal policy optimization,2
tracking error,2
learning-based method,2
three-term control,2
neural network,2
road geometry,2
automated driving car,2
obstacle detection,2
automotive context,2
structure from motion,2
driving characteristics,2
key performance indicators,2
public sector,2
automated driving applications,2
convolutional networks,2
optimal control problem,2
ground estimation,2
simulation of urban mobility,2
connected driving,2
car,2
advanced driver assistance system,2
microdoppler extraction,2
pedestrian detection,2
asymptotic stability,2
automotive radar,2
lane change maneuvers,2
probabilistic framework,2
stereo matching,2
battery powered vehicles,2
localization system,2
map-aided localization,2
lane markings,2
actuator,2
dynamic obstacles,2
pedestrian dataset,2
radar sensors,2
odometry estimation,2
visual behavior,2
driver behavior,2
driving performance,2
prediction error,2
traffic simulation,2
av,2
safety levels,2
field programmable gate arrays,2
vehicle paths,2
scalable methods,2
road surface,2
off-road vehicles,2
vehicle trajectory,2
vehicle localization,2
trajectory generation,2
program verification,2
intelligent vehicle applications,2
feature maps,2
quantitative evaluation,2
test case generation,2
3d lidar data,2
conditionally automated vehicles,2
driving applications,2
boundary value problems,2
driving environment,2
in-depth analysis,2
cooperative communication,2
autonomous driving systems,2
global navigation satellite systems,2
learning-based methods,2
automotive lidar sensors,2
driver intention,2
safe navigation,2
hd map,2
reinforcement learning,2
gradient methods,2
automobile industry,2
target shape,2
connected and automated vehicles,2
road scenes,2
control performance,2
shared space,2
hdd,2
microscopic traffic simulation,2
brakes,2
inertial navigation,2
commercial vehicles,2
driving cycles,2
transit buses,2
traffic information systems,2
consecutive scans,2
focus groups,2
functional safety,2
automated driving functions,2
random forests,2
localization accuracy,2
ground truth,2
low-level controllers,2
prediction model,2
uncertain environment,2
deep reinforcement learning framework,2
monte carlo sampling,2
open loop systems,2
software agent,2
control architecture,2
base station,2
cellular radio,2
time-series data,2
sensor measurements,2
lyapunov methods,2
cityscapes,2
instance segmentation,2
lane change behavior,2
traffic situations,2
autonomous systems,2
antenna radiation patterns,2
antenna measurements,2
sensors fusion,2
dynamic behavior,2
design for manufacture,2
chemical industry,2
acoustic signal detection,2
cutting tools,2
optical variables control,2
hydraulic turbines,2
neural pathways,2
electromagnetic wave absorption,2
video equipment,2
atomic force microscopy,2
magnetic force microscopy,2
radar antennas,2
market opportunities,2
magnetic cores,2
neutrino sources,2
rheology,2
band pass filters,2
asynchronous transfer mode,2
data encapsulation,2
huffman coding,2
automated highways,2
client server systems,2
vibration measurement,2
regression tree analysis,2
signal restoration,2
plasma sources,2
venus,2
etching,2
x-ray tomography,2
electric potential,2
scanning probe microscopy,2
metastasis,2
speckle,2
heat engines,2
sonar equipment,2
osteoarthritis,2
wiener filter,2
oil pollution,2
access protocols,2
air safety,2
superconducting magnets,2
voice mail,2
seismology,2
plasma transport processes,2
plasma applications,2
engineering in medicine and biology,2
degenerative diseases,2
multiple sclerosis,2
computer peripherals,2
solid state circuits,2
biosphere,2
inorganic materials,2
land transportation,2
customer service,2
load flow,2
typhoons,2
moment methods,2
photodiodes,2
differential algebraic equations,2
knee,2
mission critical systems,2
hybrid integrated circuits,2
underwater tracking,2
chemical processes,2
spinal cord,2
atherosclerosis,2
gastrointestinal tract,2
power measurement,2
substations,2
fusion power generation,2
phase estimation,2
emotion detection,2
human performance modelling,2
captcha,2
freehand gestures,2
camera motion,2
moodle,2
brain computer interface,2
document navigation,2
rating,2
cross-cultural,2
aboriginal,2
preschoolers,2
ux evaluation,2
ambient light,2
credibility,2
webpage design,2
perceived usability,2
peer production,2
window switching,2
haptic,2
ambient media,2
user agent,2
exergames,2
assessment,2
user task,2
usability and software,2
agile,2
persuasive computing,2
urban screen,2
advanced search,2
functional prototype,2
physical interaction,2
tui,2
slider,2
video prototyping,2
workshop,2
search task,2
simple task,2
domotics,2
home automation,2
dialogue,2
mouse cursor,2
small screen,2
font size,2
reading speed,2
playful,2
on-body interaction,2
visually impaired people,2
interruptions,2
indigenous knowledge,2
rural,2
physical interface,2
art installation,2
keyboard,2
shopping,2
interactive surface,2
smart homes,2
community,2
display orientation,2
gsr,2
service quality,2
intuitive interaction,2
ageing,2
model,2
rapid application development,2
asperger syndrome,2
inclusion,2
transformation,2
touch input,2
locomotion interfaces,2
sharing experiences,2
qualitative methods,2
immigrants,2
interactive installations,2
field evaluation,2
document object model,2
motorbike riding,2
discontinuities,2
rubber sheet,2
log analysis,2
social constructionism,2
social technologies,2
social robot,2
usability engineering,2
coupling,2
qualitative study,2
short message service,2
user interface models,2
usable privacy,2
textual accessibility,2
proxy,2
videoconferencing,2
ict in social development - interaction design for developing regions,2
cognitive workload,2
luminance,2
bus,2
user-study,2
asd,2
multi-display environment,2
universal design,2
meta-design,2
game accessibility,2
workshops,2
language learning,2
school,2
shape recognition,2
assistance,2
social sharing,2
interactive systems design,2
discrimination,2
illiteracy,2
usability method,2
crowd-sourcing,2
pen,2
distributed user interfaces,2
multiple monitors,2
self-representation,2
inclusive education,2
repertory grid,2
paper documents,2
appropriation,2
speech interaction,2
citation networks,2
privacy policy,2
marking menus,2
special education,2
hearing impairment,2
input devices,2
hand tremor,2
social gaming,2
shared gaze,2
eye gaze tracking,2
similarity,2
fitts’s law,2
design artifacts,2
discoverability,2
widgets,2
model transformations,2
small target acquisition,2
task description,2
scientific methods,2
measuring user performance,2
data collection and analysis,2
empirical research,2
biases in research,2
haptic device,2
sensor-based installations,2
field observations,2
social interactions,2
nursing homes,2
neurodevelopmental disorder,2
ambient interface,2
fingerprint,2
comprehension,2
virtual object,2
iptv,2
olfactory information,2
pulse ejection,2
olfactory characteristics,2
olfactory display,2
interactive tabletop,2
urban informatics,2
tangibles,2
preference mapping,2
empowerment,2
impact,2
interactive voice systems,2
use cases,2
virtual characters,2
affective state,2
touchscreen keyboard,2
discussion forum,2
maternal health,2
anonymous,2
design of interactive systems,2
adaptive user interface,2
playability,2
naturalistic usability evaluation,2
artifact walkthough,2
failure stories,2
human-building interaction,2
olfaction,2
healthy living,2
photos,2
secondary task,2
body-centric,2
vibro-tactile,2
head-up display,2
pointing precision,2
distant interaction,2
control-display gain,2
physical activity,2
scrum,2
mouse pointer,2
model-driven user interface,2
multi-user,2
web usability,2
ngos,2
search,2
semiotic inspection method,2
knowledge modeling,2
full body tracking,2
depth sensor,2
user defined gestures,2
ivr,2
physiological signals,2
emerging technologies,2
digital fabrication,2
user interface description language (uidl),2
authoring tools,2
news,2
interruption,2
notification,2
social communication,2
online banking,2
stereoscopy,2
pointing devices,2
multiple devices,2
intelligent user interfaces,2
loneliness,2
walking,2
focus+context visualization,2
vibrotactile,2
cave,2
funneling,2
illusory feedback,2
policy,2
password,2
evolution,2
rear seat,2
saltation,2
gaze gestures,2
video conferencing,2
template,2
human centered design,2
additively weighted voronoi diagram,2
walk-up-and-use,2
spatial navigation,2
proxemic interactions,2
mobile hci,2
narrative,2
blind people,2
contextualization,2
virtual keyboard,2
remote control,2
familiarity,2
visual saliency,2
smart speakers,2
machine teaching,2
co-presence,2
hand gesture,2
physicality,2
input modality,2
finger identification,2
online community,2
captioning,2
conversational agents,2
emergent users,2
dual-task,2
digital health,2
religion,2
design idea,2
social robots,2
home,2
social capital,2
social software,2
enterprise,2
edit distance,2
elearning,2
mobile system,2
steering law,2
tactile graphics,2
programming by demonstration,2
personal information,2
software comprehension,2
folksonomy,2
human-machine interaction,2
nfc,2
electronic travel aids,2
løgstrup,2
persuasive design,2
shape-changing interfaces,2
comparative evaluation,2
text messaging,2
agile methods,2
common ground,2
modality,2
technology probe,2
flow field,2
socialization,2
thirdplaceness,2
technology-enhanced learning,2
number entry,2
interaction modality,2
mutual awareness,2
intuitive use,2
distance,2
replication,2
smart glasses,2
media center,2
resolution,2
menu item,2
forecasting,2
e-books,2
result list,2
streaming data,2
online environment,2
task performance,2
stakeholder interview,2
gaze-based interaction,2
physiological computing,2
multiple device,2
design methods,2
pedagogical agent,2
vocabulary building,2
early-childhood learning,2
pin-matrix device,2
active learning,2
completion time,2
theory,2
digitization,2
website design,2
user-defined,2
app,2
behavior,2
making,2
photo sharing,2
concept mapping,2
cross-cultural communication,2
misinformation,2
tourism,2
technology in healthcare,2
wearable technology,2
scrolling,2
digital,2
electromagnetic,2
recommenders,2
child-robot interaction,2
improve user experience,2
demonetization,2
haptic interaction,2
digital pen,2
social network site,2
technology adoption,2
cloud services,2
mobile phone user,2
multi-user interaction,2
standard,2
autostereoscopic display,2
card sort,2
curriculum,2
youth,2
social isolation,2
inclusiveness,2
latency,2
physiological measures,2
transformation model,2
large high-resolution displays,2
single display groupware,2
relaxation,2
fixation duration,2
narratives,2
editing operation,2
exploratory design,2
user-centered design process,2
pattern language,2
speech interface,2
tree comparison,2
structural uncertainty,2
board games,2
uncertainty avoidance,2
ambient,2
action,2
overview,2
social tagging,2
stomach,2
organization charts,2
communication system security,2
linear matrix inequalities,2
yttrium,2
repeaters,2
influenza,2
wrapping,2
power system stability,2
leak detection,2
categories and subject descriptors (according to acm ccs): i.3.7 computer graphics: three-dimensional graphics and realism -virtual reality,2
categories and subject descriptors (according to acm ccs): i.3.3 computer graphics: picture/image generation-line and curve generation,2
i.3.0 computer graphics,2
categories and subject descriptors (according to acm ccs): i.3.3 computer graphics: picture/image generation,2
categories and subject descriptors (according to acm ccs): i.3.6 computer graphics: methodology and techniques-interaction techniques,2
hidden line/surface removal,2
i.4.6 image processing and computer vision,2
contact mechanics,2
articulated bodies,2
jointed mechanisms,2
h.5.2 user interfaces: graphical user interfaces,2
categories and subject descriptors (according to acm ccs): computer graphics i.3.7: three-dimensional graphics and realism,2
frequency control,2
pluto,2
optical fiber networks,2
h.5.1 information interfaces and presentation: multimedia information systems—animations,2
• computing methodologies → physical simulation  ,2
i.3.1 computer graphics: hardware architecture—graphics processors,2
i.6.8 simulation and modeling: types of simulation—visual,2
inverse surface design,2
reflector design,2
medial surface,2
i.6.8 simulation and modeling: types of simulation—monte carlo,2
miscellaneous,2
guided exploration,2
dynamic potential fields,2
automatic camera control,2
direct volume rendering,2
illumination transfer,2
bvh,2
• human‐centered computing   → visualization techniques  ,2
motion blur,2
perspective projection,2
global illumination solutions,2
non‐diffuse environments,2
computing methodologies → rendering,2
concepts and paradigms  ,2
display technique,2
painting simulation,2
image emphasis,2
dynamic range compression,2
visual processing,2
shape blending/morphing,2
jpeg,2
• mathematics of computing   → stochastic processes ,2
markov random field,2
three‐dimensional graphics and realism ,2
shadowing ,2
fractal geometry,2
fractional brownian motion,2
artificial terrain generation,2
quad mesh generation,2
point‐based animation,2
i.4.2 computer graphics: compression (coding)—exact coding,2
distributed memory,2
• computing methodologies   → shape modeling  ,2
object selection,2
i.3.7 computer graphics: computer graphics—color,2
adapted meshes,2
multi‐triangulations,2
four‐directional grids,2
restricted quad‐trees,2
• computing methodologies → mesh models  ,2
hypertextures,2
iterated function systems,2
raycasting,2
information interfaces and presentation h.5.2: user interfaces—graphical user interfaces,2
computer graphics i.3.3: picture/image generation—,2
line clipping,2
i.3.7 computer graphics: three‐dimensional graphics—animation,2
invariants,2
shape processing,2
geometric deformation,2
h.5.0 information interfaces and presentation: general—,2
triangle meshes,2
computational geometry and object modeling i.3.5: geometric algorithms,2
multi‐variate data visualization,2
tensor visualization,2
i.4.8 image processing and computer vision: scene analysis—shading,2
1.3.7 computer graphics: three‐dimensional graphics and realism,2
b‐spline,2
wavelet,2
• human‐centered computing → visual analytics  ,2
arc length,2
regression,2
energy minimization,2
laplace‐beltrami,2
i.4.8 image processing and computer vision: scene analysis—surface fitting,2
i.3.3 computer graphics: picture/image generation–line and curve generation,2
i.3.7 computer graphics: three‐dimensional graphics and realism ‐ animation,2
lifting scheme,2
ranking,2
information visualization  ,2
computer graphics i.3.7: three‐dimensional graphics and realism—visible line/surface algorithms,2
i.3.7 three‐dimensional graphics and realism: color,2
computer graphics education,2
i.3.5 computer graphics: computational geometry and object modeling – physically based modeling,2
1.3.7 computer graphics: three‐dimensional graphics and realism—,2
algebraic surfaces,2
computational geometry and object modelling,2
i.3.3 computer graphics: shape analysis,2
shape correspondence,2
motion graphs,2
colour enhancement,2
multivariate,2
convex polyhedron,2
scattered data approximation,2
i.3.7 computer graphics: computer graphics—three‐dimensional graphics and realismanimation,2
voxel traversal,2
languages and systems ,2
ssim,2
cooperative editing,2
control methods,2
depth buffer,2
i.3.6 computer graphics: picture/image generation—line and curve generation,2
mesh parametrization,2
integration,2
convexity,2
tension controls,2
diffusion systems,2
motion processing ,2
computational geometry and object modeling i.3.5: curve,2
dynamical systems,2
bump mapping,2
i.3.3 computer graphics: picture/image generation—display algorithms.,2
and texture.,2
time‐dependent vector fields,2
vector field topology,2
monte carlo method,2
computer graphics i.3.7: three‐dimensional graphics and realism—raytracing,2
g.1.0 numerical analysis: general—interval arithmetic,2
i.4.8 image processing and computer vision: scene analysis,2
isometric dense shape correspondence,2
combinatorial matching,2
i.3.3 computer graphics: picture/image generation—image quality assessment,2
depth‐of‐field rendering,2
agents,2
schematic drawing,2
isosurfacing,2
occlusion culling ,2
computing methodologies i.3.7: computer graphics—three‐dimensional graphics and realism,2
i.3.5 computer graphics computational geometry and object modeling—,2
facial modeling,2
categories and subject descriptors (according to acm ccs): computer graphics,2
i.3.5 computer graphics: computational geometry and object modeling—splines,2
additional key words and phrases,2
delegation,2
distributed/network graphics,2
computational geometry and object modeling i.3.7 computer graphics,2
realistic visualization,2
computer graphics standardization,2
symmetry detection,2
transformation groups,2
man‐machine interaction,2
l‐systems,2
convex polyhedra,2
computer graphics i.3.3: line and curve generation,2
computer graphics i.3.3: picture/image generation—antialiasing,2
image processing and computer vision i.4.1: digitization and image capture—sampling,2
triangular b‐splines,2
dms splines,2
