Keyword,Count
problemsolving environments,1
wiki,1
revert,1
mixing polygons and volumes,1
translucent polygon rendering,1
map labeling,1
dynamic maps,1
label selection,1
label filtering,1
label consistency,1
realtime,1
preprocessing,1
problem solving environment,1
simulation steering,1
parallel worlds,1
base rate fallacy,1
probabilistic judgment,1
gpu programming,1
isosurface reconstruction,1
web-based applications,1
field lines,1
functional realism,1
spatial perception,1
interface evaluation,1
systems biology visualization,1
time-varying and time-series visualization,1
volume compositing,1
many-core computing,1
graphics architecture,1
gpgpu,1
microblog analysis,1
social media monitoring,1
live monitoring,1
filter construction,1
query construction,1
experimental design,1
human vision,1
multidimensional dataset,1
oceanography,1
preattentive processing,1
typhoon,1
static view selection,1
image based method,1
dynamic view selection,1
information entropy,1
soar,1
high-dimensional visualization,1
nonlinear diffusion,1
client/server,1
scale-free network,1
edge filtering,1
betweenness centrality,1
node-link layout,1
bounded uncertainty,1
haptic rendering,1
relighting,1
image composition,1
scientfic illustration,1
technical illustration,1
photography,1
organic information visualization,1
software development history and evolution,1
visual effects,1
time-dependent volume data,1
unsteady,1
pathlines,1
streakline,1
medical data visualization,1
pc graphics hardware,1
volume data visualization,1
divergence theorem,1
games,1
spectating,1
content-actor network data,1
iterative query refinement,1
incremental data exploration,1
piccolo,1
local statistical complexity,1
multifield visualization,1
time-dependent,1
information theroy,1
volumetric collision,1
collision probability,1
surface crossing probability,1
distance map,1
sphere tree,1
controversy,1
smoke visualization,1
gpu resampling,1
parameter exploration,1
gaussian process model,1
body centered cubic lattice,1
optimal regular sampling,1
feature-based visualization,1
cooling jacket,1
heat transfer,1
visual summary,1
content extraction,1
document collection browsing,1
display optimization,1
contagion,1
spatiotemporal patterns,1
database and data mining visualization,1
swirl flow,1
tumble flow,1
in-cylinder flow,1
tensors field,1
strain tensor,1
forensics,1
autopsies,1
adaptive streamlines,1
vector field reconstruction,1
similan,1
m&m measure,1
similarity search,1
temporal categorical records,1
hierarchical topic representation,1
rose tree,1
interactive selection,1
interface,1
shock,1
iso-values,1
hierarchical multidimensional visualization,1
models of color vision,1
simulation of color vision deficiency,1
anomalous trichromacy,1
time and streak surfaces,1
domain specific languages,1
declarative languages,1
systematic review,1
3-d texture,1
vectorfield,1
wind,1
clouds,1
tele-immersion,1
immersive display,1
storylines,1
story-telling visualization,1
procedural visualization,1
implicit surface modeling,1
blobby models,1
document clustering,1
focus & context technique,1
analysis process,1
visual history,1
visual aggregation,1
pseudo color,1
overview,1
detail,1
color-contrast enhancement,1
color-vision deficiency,1
recoloring algorithms,1
information and scientific visualization,1
hierarchical,1
exploratory,1
notation,1
dti fiber tracts,1
embedding,1
coloring,1
rectangular area,1
mechanical turk,1
sketching input,1
feature space,1
input-output model,1
task characterization,1
literature analysis,1
endoscopy,1
interactive navigation,1
visualisation,1
web browsing,1
disc tree,1
compact disc tree,1
plane disc tree,1
value-by-area map,1
map transformation,1
anamorphosis,1
thematic cartography,1
constrained optimization,1
synchronous situated collaboration,1
group work,1
knowledge sharing,1
flexibilty-usability tradeoff,1
tag-cloud,1
participatory visualization,1
wall displays,1
3d navigation and exploration,1
visual knolwedge discovery and representation,1
triangle meshes,1
level-of-detail representation,1
pen-and-ink rendering,1
visualization process,1
scientific and information visualization,1
time-varying volume data,1
integrating infovis/scivis,1
temporal trajectories,1
movement patterns,1
texture caching,1
bandwidth-limited resource,1
real-time display,1
procedure generation,1
data overlay,1
timeseries data analysis,1
usability experiments,1
visualizing the web,1
large network visualization,1
network sampling,1
weather data visualization,1
polar system,1
air pollution,1
support vector machine,1
retinal,1
optical coherence tomography,1
wavefront,1
porous solid,1
material science,1
sound propagation,1
interactive system,1
residue flow,1
harmonic color,1
cluster comparison,1
projection methods,1
streaming technique,1
visual links,1
connectedness,1
routing,1
image-based,1
out-of-core rendering,1
interactive large-scale visualization,1
analytic gap,1
knowledge tasks,1
ewa filter,1
particle motion,1
acoustics,1
multi-variate,1
comparative,1
sensor networks,1
timeline,1
information visualization and exploration,1
graphical browser,1
tetrahedral grid,1
flow surface,1
temporal bone dissection,1
multi-scale interaction,1
structure-aware navigation,1
zoomable treemaps,1
attribute-driven layout,1
radial menu,1
non-linear filtering,1
direction,1
multidimensional,1
velocity,1
network traffic monitoring,1
information visualization and geography-based solutions,1
science of interaction,1
interaction primitives,1
interactive maps,1
medial axis transform,1
shape simplification,1
adaptive textures,1
source code visualization,1
pixel-filling displays,1
source code analysis,1
www data visualization,1
spidering,1
newspapers,1
timetree,1
doi tree,1
organizational chart,1
timeseries data,1
computer aided detection,1
texture analysis,1
network monitoring,1
multi-field,1
linked related views,1
digital repository,1
search engine,1
search visualization,1
weather ensemble,1
segmentation rays,1
partial volume voxels,1
x-ray volume rendering,1
monte carlo integration,1
importance sampling,1
progressive refinement,1
image retrieval,1
image layout,1
semantic image classification,1
connectome,1
implicit surface rendering,1
tensor glyphs,1
stress tensors,1
rate-of-deformation tensors,1
geometry tensors,1
volumetric illumination,1
spatial comprehension,1
k-d tree,1
level-sets,1
multiscale representation,1
color scales,1
isoluminance,1
brightness matching,1
perceptually-based visualization,1
boolean operations,1
undo/redo,1
pixel-oriented,1
multi-dimensional scaling,1
diffusion tensor visualization,1
ambient visualization,1
casual infovis,1
sustainability,1
distributed visualization,1
qualitatvie user study,1
visualizing spatially referenced data,1
visualizing geographical data,1
polygonal surfaces,1
point-based models,1
computed tomography angiography (cta),1
semi automatic segmentation,1
optimal path computation,1
progressive compression,1
geometry coding,1
radial menus,1
marking menus,1
hotbox,1
animal behavior,1
dense pixel displays,1
social media visuaization,1
topic competition,1
agenda-setting,1
ultrasound echography,1
bsp tree,1
2d and 3d visualization,1
mental registration,1
slice,1
white matter tracts,1
interactive volume illustration,1
photographic techniques,1
projector-camera systems,1
geometric and color calibration,1
urban models,1
surface and volume illustration,1
photic extremum lines (pels),1
suggestive contours,1
data registration,1
climate impact research,1
physically-based systems,1
multidimensional information space,1
blobby clustering,1
anti-aliasing,1
perspective projection,1
adaptive rendering,1
time-critical graphics,1
natural embedding,1
mesh connectivity,1
implicit geometry,1
large-scale display,1
shadow removal,1
immersive media,1
document retrieval,1
hierarchical repositories,1
information management,1
voronoi,1
mr tractography,1
point processing,1
sequential processing,1
curvature estimation,1
interactive visual hypothesis generation,1
interactive visual exploration and analysis,1
visualization for climate research,1
multi-facet data visualization,1
desirable difficulites,1
cognitive efficiency,1
active processing,1
engagement,1
parameter space,1
fourier projection theorem,1
discrete hartley transform,1
parallel warping,1
occlusion compatible ordering for discrete images,1
portal,1
cell,1
exposure error,1
architectural walkthrough,1
meshes,1
gaussian scale mixture model,1
denoising,1
dimensionality-reduction,1
fisher's linear discriminant analysis,1
eigenprojection,1
real symmetric tensors,1
web session log analysis,1
visual exploratory data analysis,1
speadsheets,1
space-filling layout generation,1
higher order tensors,1
spherical harmonics,1
tensor lines,1
flow features,1
interactive manipulation,1
visualization model,1
web search results,1
acoustic propagation,1
interactive systems,1
wizard of oz,1
whiteboard,1
floating-point arrays,1
orthogonal block transform,1
embedded coding,1
self-interference,1
loop's scheme,1
quantitative analysis,1
feature,1
image comparison,1
human vision system,1
rheology,1
white matter,1
genealogy visualization,1
user evaluation,1
narrative structure,1
flow diagrams,1
medical informatics,1
visual analytics query,1
similarity queries,1
interactive queries,1
sequence identification,1
graph similarity,1
node similarity,1
experimentation,1
image enhancement,1
layer perception,1
random walker,1
focus-and-context,1
volume navigation,1
probability density function,1
geostatistics,1
conditional simulation,1
data assimilation,1
archaeological data analysis,1
immersive virtual reality interfaces,1
remote sensing imagery,1
transient data stream,1
reaction-diffusion,1
isosurface simplification,1
vertex clustering,1
problem solving environments,1
blogs,1
topic detection and tracking,1
metro map,1
octilinear layout,1
graph labeling,1
hierarchical topic visualization,1
evolutionary tree clustering,1
wayfinding,1
locomotion,1
visualizations,1
exemplar,1
large-scale document visualization,1
stress tensor fields,1
wall-displays,1
evolution,1
difference map,1
retweeting threads,1
perceptual color scales,1
visual artifacts in visualization,1
internet color,1
human color vision,1
visualizing surface uncertainty,1
points as display primitives,1
point-based,1
motion estimation,1
motion visualization,1
structure tensor,1
eigenvector analysis,1
real-time processing,1
partial rankings,1
incomplete rankings,1
collective intelligence,1
information workspace,1
entity-based,1
semantic notebook,1
argumentation marshalling,1
biomechanics,1
4d mri blood-flow,1
semantic lenses,1
magic lenses,1
graph bundling,1
attribute filtering,1
stereo displays,1
informational divergence,1
kullback-leibler distance,1
vortex analysis,1
parametric topology,1
flow guided,1
feature based,1
variable templates,1
vectorized radviz,1
multiple clustering,1
flattening datasets,1
sub-dimensional space,1
tree,1
eye-tracking,1
dynamic areas of interest,1
spatiotemporal clustering,1
motion-compensated heat map,1
visual database exploration,1
metadata,1
user modeling,1
computer systems visualization,1
superscalar processors,1
information ecologies,1
log file analysis,1
line-integral convolution,1
two-dimensional vector fields,1
iconic textures,1
image-guided streamlines,1
jittered grid icons,1
fluid flow,1
smooth functions,1
comparison measure,1
distributed rendering,1
shaders,1
geographical weighting,1
directional,1
videos,1
virtual environment models,1
testbed design and evaluation,1
dect image fusion,1
local surface extraction,1
dual energy ct,1
metrology,1
dimensional measurement,1
variance comparison,1
schematic maps,1
fish-eye view,1
quadratic programming,1
end-user programming,1
style,1
online study,1
user experience,1
petascale volume exploration,1
high-resolution microscopy,1
high-throughput imaging,1
mobility,1
public transportation,1
atomic collision,1
convolution,1
force-directed algorithms,1
spring embedders,1
non-euclidean geometry,1
hyperbolic space,1
spherical space,1
diffusion tensor data,1
streamline visualization,1
rdf,1
attribute inference,1
compressed volume rendering,1
hardware-accelerated volume rendering,1
dna sequence,1
genome assembly,1
fibers,1
fiber clustering,1
visualization interface,1
crease features,1
ridge and valley detection,1
lung ct,1
hardware-acceleration rendering,1
nondestructive testing and evaluation,1
mpu implicits,1
modified shepard's method,1
protein dynamics,1
cardiac mri,1
late enhancement,1
viability,1
bull's eye plot,1
multiple-view techniques,1
geospatial visualization,1
probes,1
scalar topology,1
largest contours,1
information visualization architecture,1
continuous interaction,1
multi-threading,1
layer,1
preview,1
ray differentials,1
view dependent,1
voxel arrays,1
oct-trees,1
persistence diagrams,1
robustness,1
approximations,1
plant roots,1
dynamic graph data,1
multi-focus+context,1
interaction model,1
notational system,1
band depth,1
model building,1
guided visualization,1
centroidal voronoi tessellation,1
nanotechnology simulation,1
tensor invariants,1
ridge lines,1
crease extraction,1
structural analysis,1
coarea formula,1
parameter sensitivity,1
stopping criteria,1
visual testing,1
permutation tests,1
null hypotheses,1
data plots,1
visual memory,1
opinion diffusion,1
opinion flow,1
influence estimation,1
polygon rendering,1
image-based modeling and rendering,1
acceleration techniques,1
isosurface statistics,1
gene expression,1
diagrams,1
whiteboards,1
observational study,1
attention,1
nominal axis,1
goal-oriented design,1
quantitative study,1
grammar-directed design,1
cooperative design and modeling,1
design automation,1
automated design of graphical displays,1
mosaic,1
user interface components,1
software tools,1
visual programming languages,1
shape-plending,1
isocontour,1
contour surface,1
table lens,1
data structure,1
colourization,1
ct,1
mesh subdivision,1
modular visualization environments (mves),1
dataflow paradigm,1
visineers' heuristics and expertise,1
taxonomy of visualization techniques,1
knowledge base,1
object-oriented design,1
epipolar geometry,1
projective invariant,1
homography,1
constrained delaunay triangulation,1
algorithm animation,1
visualization in education,1
shape representation,1
image sequence analysis,1
non-rigid motion,1
plant biology,1
structure,1
alignment,1
fold recognition,1
threading,1
ribbons,1
amino acids,1
clustering algorithms,1
textual information,1
non-regular triangulations,1
design reviews,1
product configuration,1
product structures,1
product attributes,1
pdm,1
edm,1
spline patches,1
dynamic tessellation,1
normal,1
directional flow,1
symmetric,1
antisymmetric,1
deviator,1
isotropic,1
image based rendering,1
occlusions,1
life-cycle assessment,1
computer-human interaction,1
domain analysis,1
economic input-output,1
polygonal mesh,1
non-manifold,1
forward mapping,1
anisotropic filtering,1
c1-interpolation,1
hardware texture,1
massive data sets,1
architecture,1
work materials,1
spatio-temporal order,1
electronic workspace,1
morphological segmentation,1
biomedical image segmentation,1
watershed transformation,1
visiblity,1
tetrahedral compression,1
polygonal path,1
cad/cam,1
fem,1
planar contours,1
surface construction,1
design steering,1
concept design,1
geodesics,1
visualization features,1
surface classification,1
interior surfaces,1
realtime visualization,1
pattern formation,1
movies,1
prosthetic heart valves,1
interaction animation,1
texture maps,1
oceanographic visualization,1
plume,1
acoustic imaging,1
centerlines,1
scene graphs,1
physical models,1
multiscale image processing,1
non-linear diffusion,1
transport diffusion,1
upwind method,1
real-time video analysis,1
multi-camera tracking,1
multimedia indexing,1
polygonal mesh reduction,1
polygonal modeling,1
shape recognition,1
dataset management,1
internet-based visualization,1
java,1
nonmanifold surfaces,1
fine details,1
volume textures,1
active network measurement,1
real-time television monitoring system,1
automatic web service,1
video generation,1
hardware modeling,1
design analysis,1
performance optimization,1
neuronal fiber pathway,1
photogrammetry,1
oil flow,1
particle image velocimetry,1
wind tunnel,1
landing gear,1
levels of detail,1
skeletonization,1
thinning,1
level set models,1
multi-representation,1
genetic networks,1
lenses,1
isometric embedding,1
metric,1
capture,1
walkthrough,1
anti-symmetric tensors,1
anisotropic tensors,1
rendering algorithms,1
normal vectors,1
mantle convection,1
plumes,1
music performance,1
expressive cue,1
understanding performance,1
medical records,1
parallel finite element codes and simulations,1
3d texture based volume rendering,1
adaptive mesh refinement data,1
cave applications,1
illumination and shading,1
stereo graphics,1
preloading,1
system architecture,1
semantic meta-data,1
design tradeoffs,1
program visualization,1
human subjects testing,1
visual program languages,1
shape perception,1
principal directions,1
dynamic graphics,1
higraph,1
causal relations,1
interactive animation,1
mean-shift,1
quantization,1
higher dimensional isosurfacing,1
fire propagation,1
scalar field simplification,1
multiresolution data representation,1
radial basis function,1
bias field,1
quadratic super splines,1
tetrahedral partition,1
bernstein-bezier techniques,1
isosurface rendering,1
appearance-preserving,1
rigid body dynamics,1
rigid body simulation,1
automotive industry,1
regularity finding,1
data models,1
object-oriented,1
c++,1
templates,1
coastal observatories,1
environmental observation and forecasting systems,1
coasts,1
estuaries,1
columbia river,1
multiscale perceptual organization,1
blurring,1
ryb,1
color mixing,1
topological fisheye,1
large graph visualization,1
public space,1
non-rectilinear mesh,1
texture methods,1
sub-division,1
volume fairing,1
tetrahedrization,1
adaptive grid,1
contouring,1
applications of volume graphics and volume visualization,1
earth / space / and environmental sciences visualization,1
pc-based volume graphics,1
scientific illustration,1
inconsistent lighting,1
light placement,1
proximity shadows,1
ray coherence,1
volume rendering acceleration,1
splatting method,1
blood vessel detection,1
luminance,1
motion detection,1
pixel-exact visualization,1
pixel shaders,1
spacetime finite elements,1
discontinuous galerkin methods,1
perspective interpolation,1
dithering,1
higher order elements,1
programmable shaders,1
cut-planes,1
point sampled data,1
level set method,1
shock filter,1
total variation preserving,1
rough surface,1
iso-surfacing,1
pituitary surgery,1
genealogies,1
family trees,1
kinship,1
graph theory,1
graph browsing and navigation,1
user interaction design,1
real-time updating,1
3d glyphs,1
distribution,1
aggregated data,1
metavisualization,1
general tensors,1
hyperstream-lines,1
gpu particle tracing and streamlines,1
dust,1
nebula,1
multimodal,1
drr,1
higher-order volumetric functions,1
body-centered cubic grid,1
optimal regular volume sampling,1
radial basis function interpolation,1
reconstruction filter,1
quantum dots,1
atomistic simulation,1
injection system,1
multimodal visualization,1
orthogonal projections,1
standardized testing,1
projectors,1
doppler radar,1
gpu methods,1
volume illustration,1
example-based rendering,1
wang cubes,1
color transfer,1
indirect volume rendering,1
hatching,1
shading language,1
detail in context,1
complex logarithm,1
conformal mappings,1
analytic functions,1
historical geography,1
travel pattern analysis,1
adaptive sampling,1
stereo,1
stereopsis,1
x-ray,1
radiograph,1
volumetric data interpolation,1
box splines,1
pipeline model,1
laziness,1
functional programming,1
interactive large higher-order tetrahedral volume visualization,1
lod map,1
perceptual reasoning,1
large volume visualization,1
mesh and graph layouts,1
cache-aware and cache-oblivious layouts,1
metrics for cache coherence,1
data locality,1
car navigation systems,1
nonperspective projection,1
occlusion-free animation,1
temporal coherence,1
higher-order singularities,1
parallel and distributed volume visualization,1
large-scale exploration,1
world-in-miniature (wim),1
perception models,1
2d visualization methods,1
perceptual interactions,1
decision trees,1
virtual prototyping,1
assembly/maintenance simulation,1
light,1
visual signatures,1
video processing,1
orientation filtering,1
vorticity transport,1
animated graphs,1
visualizing cause and effect,1
graph semantics,1
multi-resolution analysis,1
local fitting,1
color weaving,1
transportation planning,1
vehicle scheduling,1
task-centered design,1
discovery management,1
analysis guided exploration,1
phylogenetic trees,1
multi-volume visualization,1
polygonal meshes,1
visualization in physical sciences,1
life sciences and engineering,1
tetrahedra,1
molecular surfaces,1
cartographic labeling,1
pattern extraction,1
pattern recognition,1
morphable model,1
magnetic resonance imaging,1
stochastic tractography,1
texture-based analysis,1
probabilistic fiber tracking,1
multi-focus,1
visualizing query results,1
multi-scale viewing,1
data cleaning,1
multidimensional multivariate data visualization,1
categorical data visualization,1
space filling curves,1
semantic web,1
search interfaces,1
visual query languages,1
geo-temporal analysis,1
concept maps,1
web visualization,1
volumetric data reconstruction,1
volume editing,1
painting,1
carving,1
contextualized videos,1
design factors,1
video placement,1
spatial context,1
path reconstruction,1
surface matching,1
shape vector image,1
multiscale diffusion,1
transitional flow,1
turbulence,1
multitemporal visualization,1
relation-based visualization,1
visualization pipeline,1
pdes,1
multi-field and multi-variate visualization,1
isosurfaces and surface extraction,1
visualization in astrophysics,1
particle simulations,1
interior/exterior classification,1
normal orientation,1
layer classification,1
inside removal,1
graph cut,1
multiwavelength data,1
moving least squares reconstruction,1
adaptive integration,1
information interfaces and presentation,1
screen design,1
evaluation / methodology,1
user / machine systems,1
software psychology,1
landscape visualization,1
boolean query,1
conjunctive normal form,1
augmented timeline,1
zoomable grid,1
gene expression profiling,1
wikis,1
transaction analysis,1
multiple attributes,1
gpu-acceleration,1
shader programming,1
high-performance visualization,1
climate study,1
orthogonal centroid method,1
2d projection,1
clustered data,1
regularization,1
generalized singular value decomposition,1
multivariate linear model construction,1
model space visualization,1
gene expression experiments,1
large-scale microarray,1
linkage analysis,1
posterior probability of linkage,1
ppl,1
ppld,1
ld analysis,1
linkage disequilibrium,1
autism,1
personal finance,1
visualization of risk,1
economic decision-making,1
direction visualization,1
line field,1
colormapping,1
real projective plane,1
light transport,1
four-dimensional visualization,1
interactive illumination,1
perceptual transparency,1
quantum chemistry,1
gto,1
geometric flow,1
parallel computing,1
descriptors,1
stylized rendering,1
bivariate maps,1
texton,1
legibility,1
quantitative texton sequence,1
qtons,1
longest edge bisection,1
diamonds,1
hierarchy of diamonds,1
selective refinement,1
wavelet analysis,1
climate variability change visualization,1
el nino,1
multiple competing hypotheses,1
computerassisted multivariate data exploration,1
curse of dimensionality,1
predictive analysis,1
subdtw,1
trend sequence,1
trend sequence clustering,1
diffusion tensor image,1
muscle,1
solid texture synthesis,1
information art,1
pixel-based visualization,1
cognition theory,1
test and measurement,1
electronic signal,1
lifelogging,1
photos,1
calendars,1
graph products,1
topolayout,1
artificial intelligence,1
intent discernment,1
temporal relationships,1
decision boundary visualization,1
multi-dimensional space,1
insight management,1
semantic graph layout,1
network diagnosis,1
visual isomorph,1
2d1/2 animation,1
line & surface graph animation,1
synchronization,1
alleviating occlusions,1
camera model,1
curved rays,1
multiperspective visualization,1
confined magnetic fusion,1
magnetic field visualization,1
periodic magnetic fieldlines,1
recurrent patterns,1
zooming and navigation techniques,1
scale-invariant opacity,1
pde,1
de-noising,1
scale-space,1
principal curvatures,1
cell location,1
derivative,1
gradient,1
frequency error kernel,1
3d vector field data,1
gigapixel viewer,1
biomedical image processing,1
hyperspectral visualization,1
image fusion,1
document processing and analysis,1
fractal dimension,1
spatial conditioning,1
neighborhood meta-data,1
deferred interaction,1
volume distortion camera,1
coordinated linked views,1
privacy,1
angular histogram,1
attribute curves,1
layered graphs,1
matrix based depiction,1
oac,1
context of use,1
requirements,1
field study,1
sketching,1
joint distribution,1
conditional distribution,1
bar chart,1
mosaic plot,1
perception theory,1
cognitive model,1
roadblock,1
qualitative experiment,1
uncertain graphs,1
visualizing uncertainty,1
local pattern visualizations,1
dissimilarity based classication,1
dissimilarity based visualization,1
digital collections,1
archival analysis,1
visual anaytics,1
data curation,1
image recoloring,1
area-preserving surface parameterization,1
lie advection,1
surface visualization,1
conformal mapping,1
accessibility,1
gpu ray-casting,1
exponential extinction,1
surface evolver,1
bubble-scale simulation,1
time-dependent visualizations,1
gpu/cuda,1
tensor reconstruction,1
fluorescence microscopy,1
toponomics,1
protein interaction,1
k-means,1
view suggestion,1
set-cover problem,1
ant colony optimization,1
tabletop display,1
treatment planning,1
voronoi spline,1
quasi interpolation,1
scalar field symmetry,1
similarity measure,1
automated presentation,1
applied perception,1
computational aesthetics,1
topological spine,1
states,1
transition relationship,1
vortex regions,1
time-dependent flow fields,1
multimodal data,1
surface similarity,1
data filtering,1
multi-scale map,1
web mapping,1
web cartography,1
web map projection,1
web mercator,1
html5 canvas,1
visual embellishments,1
icons,1
working memory,1
long-term memory,1
tables & tree layouts,1
grids,1
mosaic plots,1
dimensional stacking,1
presentations,1
natural interaction,1
science museums,1
informal learning environments,1
network diagrams,1
perceptual theories,1
visual features,1
diagram recall,1
search results,1
dynamic graph layout,1
ranking change,1
hand-drawn,1
informal science education,1
collaborative learning,1
large tree visualizations,1
multi-touch interaction,1
error ellipsoids,1
uncertainty fusion,1
projected graph layouts,1
aggregate visualization,1
student performance analysis,1
visualization composition,1
hue preservation,1
knowledge-assisted visualization,1
finite element visualization,1
topological methods,1
volume gradient operator,1
shape-based volume analysis,1
metric tensor,1
velocity gradient,1
continuum mechanics,1
display characteristics,1
discontinuous galerkin,1
fluid flow simulation,1
cut surface extraction,1
adaptive fast-forward,1
controlled laboratory user study,1
scalar field design,1
volume exploration,1
normalized cut,1
information-guided exploration,1
gaussian process,1
seismic visualization,1
sketch-based steering,1
ensemble simulation steering,1
integrated visualization system,1
flood management,1
high-performance computing,1
environmental management,1
mass spectrometry data,1
matrix factorization,1
visual encodings of numerical error metrics,1
multi-dimensional data visualization,1
distributed volume reconstruction,1
geophysics,1
tracer concentration,1
earth mantle,1
convection,1
large data system,1
time-dependent fields,1
similarity analysis,1
interactive recurrence analysis,1
human complexity,1
large categorical data,1
contingency table analysis,1
information interfaces and representation,1
correlative analysis,1
creativity techniques,1
smart home,1
energy consumption,1
provenance data,1
multi-scale,1
hybrid images,1
proxemics,1
user tracking,1
distance,1
start plot,1
set-typed data,1
overlapping sets,1
data stream,1
real time,1
medial surface,1
left ventricle diagnosis,1
overlapping community visualization,1
lagrangian flow visualization,1
edge features,1
scattered data interpolation,1
sparse sampling,1
parallel reconstruction,1
ambient scattering,1
preintegrated light transport,1
gradient-free shading,1
cloud clusters,1
split tree,1
weather and climate simulations,1
area-preservation mapping,1
optimal transport map,1
monge-brenier theory,1
visualization and graphics applications,1
lagrangian,1
variance,1
principal components analysis,1
query algebra,1
petascale volume analysis,1
field line advection,1
morse decomposition,1
vascular visualization,1
centerline-based modeling,1
carbon fiber reinforced polymers,1
porosity,1
mobjects,1
multi-volume rendering,1
reformation,1
high-dimensional spaces,1
support vector machines,1
faceted browsing,1
network exploration,1
multivariate time series,1
motion capture data,1
cluster glyph,1
software infrastructure,1
time,1
dataframe mode,1
interface design,1
wall paintings,1
degradation,1
multimodal graphs,1
time navigation,1
visual linking,1
relationships,1
heterogeneous data,1
interactive data analysis,1
kernel smoothing,1
generalization,1
multi-resolution mapping,1
spatial data mining,1
visual statistics,1
crowd-sourcing,1
persuasive visualization,1
elaboration likelihood model,1
rsvp,1
image browsing,1
selections of interest,1
tennis visualization,1
traces,1
domain-specific languages,1
volume visualization framework,1
progressive visualization,1
error-based frame control,1
interactive volume raycasting,1
volume reformation,1
viewing algorithms,1
diffusion kurtosis imaging,1
spatio-angular fields,1
spherical harmonics fields,1
parallel vectors,1
feature curve extraction,1
parity test,1
big data,1
computational geography,1
visual processing,1
transcatheter aortic valve implantation (tavi),1
regular maps,1
surface topology,1
scagnostics,1
transformation,1
high-dimensional visual analytics,1
visual analytics infrastructures,1
interactive algorithms,1
user involvement,1
problem subdivision,1
spine,1
probabilistic classification,1
confusion analysis,1
feature evaluation and selection,1
visual inspection,1
biclusters,1
interactive visual analytics,1
coordinated relationships,1
design framework,1
integrated design environment,1
visual steering,1
automatic optimization,1
sparse traffic trajectory,1
traffic congestion,1
topic coopetition,1
time-based visualization,1
multimedia (image/video/music) visualization,1
baseball,1
game reconstruction,1
baseball metrics,1
event data,1
road-based query,1
hash index,1
log analysis,1
log visualization,1
session analysis,1
funnel analysis,1
spatiotemporal data mining and visualization,1
water quality,1
climate changes,1
station-based observation data,1
radial layout,1
3d data exploration,1
mesh comparison,1
topic graph,1
graph matching,1
personal emotion analytics,1
affective and mood modeling,1
social media text,1
structure-aware selection,1
context-aware selection,1
exploratory data visualization and analysis,1
cell migration,1
timedependent,1
heat map,1
breast cancer,1
hepatic steatosis,1
trust,1
familiarity,1
biological data analysis,1
deep convolutional neural networks,1
rectangle packing,1
matrix reordering,1
device unified interface,1
3d input device,1
virtual input device,1
device information-base,1
geometric algebra,1
internet stability,1
large unstructured grids,1
client-server,1
3d freehand ultrasound,1
direct surface extraction,1
out-of-core-methods,1
tuboids,1
stream tubes,1
interactive gpu-centric rendering,1
neuronal pathways,1
bounding space,1
financial information visualization,1
time series clustering,1
explorative analysis,1
spatio-temporal index,1
strain-rate,1
interactive computational steering,1
common rail injection system,1
digimap service,1
legend,1
online web mapping,1
literacy,1
rasch model,1
item response theory,1
oracles,1
orthogonality,1
progressive incremental reconstruction,1
gabriel graph,1
data management and knowledge representation,1
polyp detection,1
line of curvature,1
implicit surface,1
multiple resolutions,1
overview use,1
random access,1
cache-coherent layouts,1
mesh data structures,1
data-parallel visualization pipeline,1
spatial interaction,1
contiguity constraints,1
physical visualizations,1
activity sculptures,1
physical activity,1
data sculptures,1
behavioral change,1
molecular conformation analysis,1
drug design,1
time-dependent attributes,1
multi-attribute visualization,1
resource allocation,1
distributed storage,1
logistical networking,1
symmetric traceless tensor,1
nematic liquid crystals,1
spatialization,1
information landscape,1
numerosity,1
2d,1
colour,1
greyscale,1
large spatial scale,1
interstellar data,1
patent retrieval,1
volume modelling and rendering,1
cerebral blood vessel,1
presence acceleration,1
run-length encoding,1
projection template,1
multiresolution volumes,1
state transitions,1
investigative journalism,1
tracheo-bronchial tree,1
multi-slice ct,1
cognitive walkthrough,1
usability inspection methods,1
bibliographic networks,1
node duplications,1
feature classification,1
4d pc-mri,1
cardiac blood flow,1
hemodynamics,1
line predicates,1
bertin,1
crossing,1
crossets,1
formal methods,1
orbit,1
group action,1
geometric substitution,1
substitope,1
probabilistic segmentation,1
curved edges,1
encoding,1
automated visualization,1
visual embedding,1
data depth,1
nonparametric statistic,1
functional data,1
parametric curves,1
opacity function,1
the variational principle,1
surgical simulation,1
hysteroscopy,1
evenly-spaced streamlines,1
seeding strategy,1
closed streamlines,1
intrusion detection,1
volume rendering of unstructured grids,1
sinus surgery,1
operation planning,1
ornithology,1
multiscale analysis,1
inhomogeneous data,1
network,1
gene regulation,1
scale-free,1
applied machine learning,1
3d network,1
oculus rift,1
cave,1
3d virtual environment,1
seam carving,1
similarity trees,1
multidimensional projections,1
compound graph,1
network and tree,1
treenetviz,1
multiscale and cross-scale,1
visualized decision making,1
quantitative empirical study,1
limitations,1
peripheral vision,1
mdmv,1
database overview,1
business intelligence,1
multivariate uncertainty,1
externalization,1
linked common work,1
collaborative thinking space,1
skin friction,1
singularity tracking,1
generalized streak line,1
fcc lattice,1
multiple scattering,1
grand tour,1
just-in-time descriptive analytics,1
feature identification and characterization,1
point-based visualizations,1
soccer analysis,1
line placement,1
geo-spatial data,1
shape transformation,1
pixel visualization,1
voting,1
election,1
democracy,1
constructive visualization,1
token,1
